dis,gene,av.sim
C4020873,NDUFAF3,0.0418
C4020873,PEX10,0.0415
C4020873,NDUFV1,0.0406
C4020874,RUBCN,0.1243
C4020874,COL6A3,0.0703
C4020874,COL6A2,0.0693
C4020874,COL6A1,0.0665
C4020874,POMT1,0.0493
C4020874,POMT2,0.0491
C4020874,FKTN,0.0485
C4020874,LARGE1,0.0399
C4020874,LMNA,0.039
C4020874,RYR1,0.0389
C4020874,COL12A1,0.0372
C4020874,TPM2,0.0362
C4020874,CHRNE,0.036
C4020874,POLG,0.03347
C4020874,CHRNA1,0.0334
C4020875,FOXRED1,0.1215
C4020875,PEX2,0.1129
C4020875,MECP2,0.1023
C4020875,NDUFA1,0.1012
C4020875,PEX13,0.0996
C4020875,PEX12,0.0995
C4020875,NDUFB3,0.0972
C4020875,PEX26,0.0957
C4020875,PEX16,0.0957
C4020875,PEX3,0.0956
C4020875,PEX10,0.0956
C4020875,RAB18,0.0946
C4020875,BRAF,0.0938
C4020875,WASHC4,0.0908
C4020875,COX10,0.0893
C4020876,WASHC4,0.2519
C4020876,PRSS12,0.1681
C4020876,FAM126A,0.1547
C4020876,CLCN4,0.136
C4020876,CNGA1,0.1149
C4020876,PEX2,0.1112
C4020876,RP1,0.1073
C4020876,GUCA1B,0.1054
C4020876,PEX12,0.102
C4020876,FGFR2,0.0981
C4020876,FOXRED1,0.0949
C4020876,MECP2,0.0941
C4020876,MRX49,0.0936
C4020876,FSCN2,0.0934
C4020876,RUBCN,0.0916
C4020878,RAG2,0.2091
C4020878,RAG1,0.2004
C4020878,RMRP,0.0688
C4020878,IL7R,0.0687
C4020878,IL2RG,0.06
C4020878,LIG4,0.0599
C4020878,PTPRC,0.0515333333333333
C4020878,CHD7,0.0418
C4020878,ADA,0.0392
C4020878,TRIM37,0.0356
C4020878,PLOD3,0.035
C4020878,DCLRE1C,0.03235
C4020878,TGM1,0.0256222222222222
C4020878,LTBP3,0.0252666666666666
C4020878,NFKB2,0.0227625
C4020879,SLCO2A1,0.1164999999999999
C4020879,CTSC,0.044
C4020879,WNT7A,0.0430333333333333
C4020879,ZMPSTE24,0.0399
C4020879,LMNA,0.0392
C4020879,PSMB8,0.0383
C4020879,HPGD,0.0377
C4020879,ERCC8,0.0291
C4020879,ALDH18A1,0.02405
C4020879,BANF1,0.024
C4020879,DYM,0.0182333333333333
C4020879,PTDSS1,0.0171
C4020879,FIG4,0.0169333333333333
C4020879,FGFR2,0.00505
C4020879,RECQL4,0.004
C4020880,MBTPS2,0.6196
C4020880,SAT1,0.2647
C4020880,AIP,0.2292
C4020880,ADGRE2,0.0854
C4020880,FOXP3,0.074
C4020880,TRPV3,0.05055
C4020880,KRT17,0.04635
C4020880,GJB6,0.04285
C4020880,GSS,0.0385
C4020880,LRP1,0.03775
C4020880,WNT4,0.0355
C4020880,RIPK4,0.0319
C4020880,MEN1,0.0284999999999999
C4020880,COL7A1,0.02165
C4020880,MKS1,0.01775
C4020882,CAPN5,0.0576333333333333
C4020882,LZTR1,0.0479
C4020882,HLA-A,0.0476
C4020882,POP1,0.0456
C4020882,FZD4,0.0431666666666666
C4020882,LRP5,0.0381
C4020882,RMRP,0.0333
C4020882,SOST,0.031625
C4020882,NF2,0.0308
C4020882,ARSE,0.0307
C4020882,NT5E,0.0306
C4020882,TFAP2A,0.02855
C4020882,SMARCB1,0.0252499999999999
C4020882,CBFB,0.0235666666666666
C4020882,GNAS,0.020975
C4020883,GDF5,0.0666
C4020883,SETBP1,0.0465
C4020883,NIPBL,0.0446
C4020883,NOG,0.0406
C4020883,TFAP2A,0.038
C4020883,NFIX,0.0338
C4020883,ROR2,0.03038
C4020883,WNT7A,0.02586
C4020883,KCNH1,0.0210666666666666
C4020883,FLNB,0.01935
C4020883,NRAS,0.0188333333333333
C4020883,FIG4,0.0183
C4020883,HOXA13,0.017375
C4020883,RIPK4,0.0152799999999999
C4020883,ACVR1,0.014525
C4020884,ND6,0.1082
C4020884,TACR3,0.0957
C4020884,FGFR1,0.078
C4020884,NSMF,0.073
C4020884,DUSP6,0.0703
C4020884,TAC3,0.0689
C4020884,FGF17,0.0671
C4020884,TREM2,0.0646
C4020884,FGF8,0.0616
C4020884,ANOS1,0.0579
C4020884,COX3,0.0521
C4020884,CHMP2B,0.0518
C4020884,SQSTM1,0.0501
C4020884,VCP,0.0498
C4020884,TRNL1,0.0495
C4020885,PRPH2,0.1748
C4020885,RLBP1,0.1564
C4020885,ABCA4,0.1335
C4020885,RHO,0.1256
C4020885,PDE6B,0.1138
C4020885,PROM1,0.0997
C4020885,CNGB3,0.0968
C4020885,BEST1,0.0951
C4020885,CRX,0.0909
C4020885,CLRN1,0.0903
C4020885,IMPG2,0.0898
C4020885,CNGB1,0.0835
C4020885,RP1,0.0831
C4020885,USH2A,0.0801
C4020885,FSCN2,0.0796
C4020886,MRE11,0.2254
C4020886,NPHP1,0.1746
C4020886,AHI1,0.0864
C4020886,TMEM216,0.0855
C4020886,APTX,0.0631
C4020886,MKS1,0.053
C4020886,CEP104,0.0523
C4020886,RPGRIP1L,0.0488
C4020886,KIAA0586,0.0468
C4020886,B9D1,0.0422
C4020886,KIAA0556,0.042
C4020886,TMEM138,0.0325
C4020886,GRM1,0.0306
C4020886,ZNF423,0.0303888888888888
C4020886,SETX,0.0260399999999999
C4020887,CNGB3,0.1858
C4020887,PRPH2,0.1356
C4020887,PDE6C,0.1213
C4020887,ABCA4,0.1195
C4020887,RPGR,0.1192
C4020887,GNAT2,0.1174
C4020887,PROM1,0.1052
C4020887,CNGA3,0.102
C4020887,TULP1,0.1009
C4020887,IMPG2,0.1
C4020887,BEST1,0.0977
C4020887,RLBP1,0.0911
C4020887,FSCN2,0.0891
C4020887,GUCY2D,0.0871
C4020887,CRX,0.0869
C4020888,FGFR2,0.096
C4020888,FGF10,0.0617
C4020888,TP63,0.0611571428571428
C4020888,IKBKAP,0.0367
C4020888,MBTPS2,0.0351
C4020888,CHST6,0.0337
C4020888,CDB2,0.032225
C4020888,CTNS,0.0309
C4020888,KRT3,0.0295666666666666
C4020888,KRT12,0.02945
C4020888,GJB2,0.029
C4020888,FOXC2,0.0272
C4020888,MPV17,0.0271
C4020888,NGF,0.0231333333333333
C4020888,TGFBI,0.0199
C4020889,RAB23,0.2067
C4020889,CREBBP,0.1226
C4020889,EP300,0.1116
C4020889,RUNX2,0.071425
C4020889,FLNA,0.067025
C4020889,GPSM2,0.06565
C4020889,CHSY1,0.0548499999999999
C4020889,LRRC6,0.0545
C4020889,TWIST1,0.0491
C4020889,FGFR2,0.030975
C4020889,MEGF8,0.0275
C4020889,GLI3,0.026425
C4020889,FOXC1,0.0257
C4020889,PITX2,0.025
C4020889,FIG4,0.0243
C4020890,NAA10,0.12035
C4020890,ANKRD11,0.0469666666666666
C4020890,EFNB1,0.0461
C4020890,MAA,0.0435333333333333
C4020890,ALX3,0.042
C4020890,IRX5,0.03875
C4020890,ATP6V1B2,0.0353
C4020890,LONP1,0.0302
C4020890,ATRX,0.0283333333333333
C4020890,GJB6,0.0176
C4020890,SIX2,0.0169
C4020890,PTCH1,0.01235
C4020890,FGD1,0.00345
C4020890,RAB23,0.0033
C4020890,FGFR2,0.0031333333333333
C4020891,MAGEL2,0.2324
C4020891,SNRPN,0.1763
C4020891,IPW,0.0959
C4020891,MKRN3-AS1,0.0864
C4020891,HERC2,0.0859
C4020891,MKRN3,0.08
C4020891,NPAP1,0.0636
C4020891,NDN,0.0614
C4020891,GDF5,0.0339
C4020891,RAB3GAP2,0.0250428571428571
C4020891,MED12,0.0241
C4020891,BMPR1B,0.0238
C4020891,RAB18,0.0232714285714285
C4020891,NDP,0.0203
C4020891,SHH,0.0201
C4020892,FGFR3,0.2985
C4020892,FGFR2,0.2507
C4020892,SIX1,0.1674857142857142
C4020892,PLCB4,0.0762333333333333
C4020892,FGF10,0.0535
C4020892,TBX22,0.0471571428571428
C4020892,TP63,0.0452571428571428
C4020892,PAX6,0.035
C4020892,EYA1,0.0257
C4020892,SALL1,0.0202571428571428
C4020892,FGFR1,0.0192142857142857
C4020892,TFAP2A,0.0171857142857142
C4020892,GRIP1,0.0171
C4020892,BMP4,0.0161
C4020892,SIX6,0.0156
C4020894,ZMPSTE24,0.0528
C4020894,PTH1R,0.04684
C4020894,SMO,0.0465
C4020894,LIG4,0.0399
C4020894,BLM,0.0388333333333333
C4020894,LMNA,0.0384
C4020894,NAA10,0.037575
C4020894,MNX1,0.0348
C4020894,XRCC4,0.0293399999999999
C4020894,MAP2K1,0.0282749999999999
C4020894,RAF1,0.0276
C4020894,PTHLH,0.0243
C4020894,OTX2,0.02
C4020894,GRHL3,0.0185
C4020894,SMCHD1,0.0185
C4020895,PLEC,0.3052
C4020895,ITGB4,0.2898
C4020895,ITGA6,0.1977
C4020895,LAMA3,0.0647399999999999
C4020895,LAMC2,0.05732
C4020895,LAMB3,0.05586
C4020895,AASS,0.0533
C4020895,MED12,0.0415
C4020895,DVL1,0.0395
C4020895,COL17A1,0.03884
C4020895,SIN3A,0.03005
C4020895,OCRL,0.02868
C4020895,TP63,0.0277
C4020895,SAMD9,0.01825
C4020895,FGD1,0.018175
C4020897,ACTG2,0.1276
C4020897,GPC3,0.0341
C4020897,GPC4,0.0334
C4020897,MYH11,0.0327
C4020897,FOXF1,0.0225
C4020897,BCOR,0.0215
C4020897,TBX18,0.0211
C4020897,RBM8A,0.0205
C4020897,NAA10,0.0203
C4020897,MAA,0.0193
C4020897,MYCN,0.01885
C4020897,GUCY2C,0.0181399999999999
C4020897,FLNA,0.0177
C4020897,TP63,0.0174
C4020897,CHRM3,0.017
C4020898,RTN2,0.2235
C4020898,SPG7,0.1139
C4020898,WASHC5,0.0902
C4020898,SPAST,0.0893
C4020898,ATL1,0.085
C4020898,HSPD1,0.0777
C4020898,KIF5A,0.0728
C4020898,ZFYVE26,0.0721
C4020898,SNCAIP,0.071
C4020898,SPG20,0.0620222222222222
C4020898,PLP1,0.0543111111111111
C4020898,CYP7B1,0.0521999999999999
C4020898,SACS,0.049
C4020898,KIF1A,0.0469333333333333
C4020898,BSCL2,0.0425222222222222
C4020899,LMNA,0.2085
C4020899,FOXRED1,0.1984
C4020899,PEX12,0.1767
C4020899,POLG,0.1766
C4020899,PEX2,0.1755
C4020899,COL2A1,0.168
C4020899,NDUFB3,0.1593
C4020899,PEX16,0.1553
C4020899,POMT2,0.153
C4020899,PEX13,0.15231
C4020899,PEX1,0.1508
C4020899,NDUFAF4,0.1505
C4020899,FGFR2,0.1449
C4020899,NDUFS4,0.1442
C4020899,BRAF,0.1419
C4020908,POLG,0.2186
C4020908,RRM2B,0.1139999999999999
C4020908,TYMP,0.0622
C4020908,B2M,0.0555
C4020908,AIMP1,0.0494
C4020908,GNAI3,0.0468
C4020908,SLC25A4,0.0402
C4020908,CHMP2B,0.0349333333333333
C4020908,UBE3A,0.0323
C4020908,SETX,0.0322
C4020908,TSC1,0.02985
C4020908,G6PC,0.0293
C4020908,ISCU,0.0292499999999999
C4020908,TWNK,0.027375
C4020908,CYP7B1,0.0259
C4020922,TMEM216,0.2782
C4020922,AHI1,0.1336
C4020922,NPHP1,0.1328
C4020922,TMEM199,0.1194
C4020922,MKS1,0.11215
C4020922,SCP2,0.1098
C4020922,ALG9,0.1004
C4020922,STT3B,0.099
C4020922,TMEM138,0.0731
C4020922,RPGRIP1L,0.06425
C4020922,TCTN3,0.058
C4020922,B9D1,0.0492
C4020922,KIAA0586,0.03975
C4020922,CEP104,0.03585
C4020922,CASR,0.0336
C4020948,TRIP11,0.1904
C4020948,SLC26A2,0.1085
C4020948,WDR60,0.1048
C4020948,PTH1R,0.0921
C4020948,BRAF,0.0715
C4020948,FLT4,0.0709
C4020948,CPT2,0.0663
C4020948,MBTPS2,0.0605
C4020948,HDAC6,0.0602
C4020948,BLM,0.0593
C4020948,LMNA,0.0582
C4020948,ABCC2,0.0581
C4020948,RECQL4,0.0543
C4020948,RIPK4,0.0539
C4020948,FOXC2,0.0535
C4020952,LRP5,0.0879
C4020952,IRF6,0.073
C4020952,TNFSF11,0.0562499999999999
C4020952,TNFRSF11B,0.0562
C4020952,PIK3CA,0.0445
C4020952,CA2,0.03745
C4020952,SHH,0.0341
C4020952,HGD,0.0319
C4020952,WNT7A,0.0290333333333333
C4020952,TBXAS1,0.0231
C4020952,BMPR1B,0.0222
C4020952,ABCC9,0.0207
C4020952,GNAS,0.01945
C4020952,WNT5A,0.0157999999999999
C4020952,FGFR2,0.0152
C4020957,DMP1,0.3301
C4020957,ENPP1,0.297
C4020957,VDR,0.03456
C4020957,GDF5,0.034175
C4020957,CYP27B1,0.03394
C4020957,CLCN5,0.03196
C4020957,PHEX,0.02496
C4020957,LMNA,0.0215
C4020957,CLIC2,0.0214
C4020957,PTH1R,0.0207
C4020957,TNFRSF11A,0.0187
C4020957,ZMPSTE24,0.0183
C4020957,AIRE,0.0179
C4020957,VHL,0.0179
C4020957,ACTA2,0.0179
C4020958,NOP10,0.1949
C4020958,TERT,0.1825
C4020958,TERC,0.1604
C4020958,DKC1,0.1473
C4020958,RTEL1,0.1422
C4020958,TINF2,0.1363
C4020958,PARN,0.1359
C4020958,NHP2,0.128
C4020958,WRAP53,0.0799
C4020958,TP63,0.0263142857142857
C4020958,ACD,0.02548
C4020958,FERMT1,0.0253714285714285
C4020958,DLX3,0.0208499999999999
C4020958,EDA,0.01902
C4020958,BRF1,0.0177714285714285
C4020959,STRADA,0.1108
C4020959,ALDOB,0.0813
C4020959,PTEN,0.0806
C4020959,COL7A1,0.0805
C4020959,GJB2,0.0805
C4020959,SLC39A4,0.0697
C4020959,BLM,0.0685
C4020959,GLE1,0.0642
C4020959,POMP,0.0621
C4020959,DKC1,0.0579
C4020959,TEK,0.056
C4020959,CTSC,0.0545
C4020959,DEFA5,0.0508
C4020959,TRAF3IP2,0.0501
C4020959,IL17RA,0.0483
C4020960,KRT6A,0.6344
C4020960,KRT17,0.1302
C4020960,KRT1,0.1025666666666666
C4020960,GJB2,0.0905333333333333
C4020960,KRT9,0.0768333333333333
C4020960,KRT6B,0.0559
C4020960,AR,0.0541
C4020960,KRT16,0.0492
C4020960,KRT5,0.0316
C4020960,APC,0.0297
C4020960,ATP6V1B2,0.02955
C4020960,KRT14,0.0281666666666666
C4020960,GJB6,0.0273
C4020960,MBTPS2,0.0230666666666666
C4020960,GJB3,0.02235
C4020961,PAX6,0.1774
C4020961,WT1,0.1148
C4020961,BDNF,0.0973
C4020961,NTF4,0.0943
C4020961,WAGRO,0.0649
C4020961,BULN,0.0618
C4020961,RET,0.05445
C4020961,EDN3,0.0525999999999999
C4020961,ASCL1,0.05155
C4020961,PHOX2B,0.0514
C4020961,GDNF,0.04385
C4020961,DEL11P13,0.0390666666666666
C4020961,FOXC1,0.0364666666666666
C4020961,FZD5,0.0341999999999999
C4020961,SALL2,0.0338
C4020962,BRAF,0.1054
C4020962,NRAS,0.1022
C4020962,KAT6B,0.0927
C4020962,RAF1,0.0909
C4020962,PTPN11,0.0896
C4020962,RASA2,0.0889
C4020962,LZTR1,0.0861
C4020962,KRAS,0.0851
C4020962,SOS2,0.0803
C4020962,RIT1,0.08
C4020962,MAP2K1,0.0772
C4020962,SOS1,0.0715
C4020962,CCDC8,0.0381
C4020962,MAP2K2,0.03145
C4020962,HRAS,0.0305125
C4020963,OTX2,0.5311
C4020963,PRRX1,0.3836
C4020963,GLI2,0.09655
C4020963,WNT3,0.0877
C4020963,HESX1,0.0828
C4020963,CHUK,0.07775
C4020963,PAX3,0.07475
C4020963,GHR,0.07385
C4020963,POU1F1,0.0722
C4020963,TBX3,0.0674
C4020963,PROP1,0.0626
C4020963,SF3B4,0.0551
C4020963,LHX4,0.0479
C4020963,MPZ,0.0465
C4020963,FGFR3,0.0428
C4020966,COL2A1,0.0831
C4020966,DHH,0.0448
C4020966,PIK3R1,0.0345
C4020966,SLC35D1,0.03308
C4020966,COL11A2,0.03264
C4020966,SLC26A2,0.02736
C4020966,FGFR3,0.0237999999999999
C4020966,RUNX2,0.0213399999999999
C4020966,COL11A1,0.02122
C4020966,INPPL1,0.0207
C4020966,RMRP,0.0203
C4020966,HDAC6,0.0202
C4020966,KAT6B,0.0180999999999999
C4020966,PTH1R,0.01772
C4020966,FLNA,0.0177
C4020968,CCND2,0.1504
C4020968,PIK3CA,0.1017666666666666
C4020968,SH2B1,0.0824
C4020968,KRT6C,0.0796
C4020968,INPPL1,0.0786
C4020968,PIK3R2,0.0638
C4020968,AKT3,0.0595
C4020968,ATOH1,0.0548
C4020968,RNF125,0.04545
C4020968,JBS,0.0399
C4020968,KRT17,0.0376
C4020968,KRT6B,0.0367
C4020968,EP300,0.0347
C4020968,CREBBP,0.0339
C4020968,SZT2,0.03145
C4020969,PRTN3,0.1449
C4020969,CTLA4,0.1425
C4020969,PTPN22,0.1127
C4020969,HLA-DPB1,0.1031
C4020969,FAS,0.0546714285714285
C4020969,MLX,0.0408
C4020969,IL12B,0.0362
C4020969,DNASE1L3,0.0340857142857142
C4020969,VAMAS6,0.03326
C4020969,STAT4,0.0300571428571428
C4020969,HMBS,0.02972
C4020969,TNFRSF1A,0.0289857142857142
C4020969,NOS2,0.0267333333333333
C4020969,AGXT,0.0266
C4020969,WG,0.0230166666666666
C4021020,FGFR2,0.0518833333333333
C4021020,RAX,0.04778
C4021020,CHRNG,0.0319
C4021020,RIPK4,0.02895
C4021020,MSX1,0.0277833333333333
C4021020,NECTIN1,0.0249166666666666
C4021020,NFKBIA,0.0232
C4021020,NIPBL,0.0223166666666666
C4021020,ARSE,0.0185
C4021020,FGFR3,0.0154666666666666
C4021020,FGF10,0.0154166666666666
C4021020,PAX3,0.0124999999999999
C4021020,PTEN,0.0117333333333333
C4021020,IKBKG,0.0113666666666666
C4021020,ZEB2,0.01125
C4021028,ENPP1,1.252
C4021028,DMP1,0.9131
C4021028,SLC34A1,0.06515
C4021028,PHEX,0.0583
C4021028,GDF5,0.0509
C4021028,CLCN5,0.04815
C4021028,ABCC6,0.04225
C4021028,VDR,0.04065
C4021028,CLIC2,0.0361999999999999
C4021028,FGF23,0.03615
C4021028,CYP27B1,0.03525
C4021028,HGD,0.0335
C4021028,VCP,0.0331
C4021028,SLC9A3R1,0.0279
C4021028,ZMPSTE24,0.0278
C4021038,CYP11B1,0.4368
C4021038,CYP11B2,0.1923
C4021038,CYP17A1,0.0960666666666666
C4021038,HSD3B2,0.0797333333333333
C4021038,POR,0.0756666666666666
C4021038,CYP11A1,0.0421666666666666
C4021038,HSD11B2,0.0309333333333333
C4021038,CACNA1D,0.0283
C4021038,NR3C2,0.0224333333333333
C4021038,NR3C1,0.0210999999999999
C4021038,SCNN1G,0.0204666666666666
C4021038,SLC26A3,0.0203333333333333
C4021038,SCNN1B,0.0173
C4021038,AVPR2,0.0142333333333333
C4021038,PDE11A,0.0136
C4021082,GNE,0.2885
C4021082,SQSTM1,0.1842
C4021082,SLC17A5,0.0559
C4021082,SGCA,0.044
C4021082,VCP,0.0429666666666666
C4021082,MAPT,0.03845
C4021082,GRN,0.0378
C4021082,PSEN1,0.0377
C4021082,FGFR3,0.0302
C4021082,MYH2,0.0278999999999999
C4021082,RECQL4,0.0272666666666666
C4021082,TREM2,0.0228
C4021082,LMNA,0.0225
C4021082,ACTA1,0.0221999999999999
C4021082,CHMP2B,0.0205
C4021084,BMPER,0.1456
C4021084,BMP4,0.0775
C4021084,SOX2,0.0650666666666666
C4021084,WT1,0.05665
C4021084,FOXC1,0.05495
C4021084,ABCB6,0.0536
C4021084,SALL2,0.0506
C4021084,FZD5,0.0501
C4021084,VSX2,0.0435
C4021084,GLI3,0.03975
C4021084,PITX2,0.0385999999999999
C4021084,AHDC1,0.0369
C4021084,IL1RAPL1,0.0362
C4021084,GNAS,0.02645
C4021084,OFD1,0.0254
C4021095,BRAF,0.1022
C4021095,LEP,0.0759
C4021095,CTNNB1,0.0647
C4021095,FOXG1,0.05
C4021095,PTPN11,0.0433999999999999
C4021095,IGF2,0.0432
C4021095,B2M,0.0421
C4021095,PRPF3,0.0398
C4021095,BSCL2,0.0383
C4021095,BDNF,0.0326
C4021095,MAP2K1,0.0317
C4021095,AKT2,0.031
C4021095,APC,0.0262
C4021095,LIPE,0.0260999999999999
C4021095,CD40LG,0.0238
C4021097,F9,0.17775
C4021097,F5,0.13075
C4021097,F10,0.12835
C4021097,F7,0.121
C4021097,PROC,0.09945
C4021097,THBD,0.07935
C4021097,SERPIND1,0.0726
C4021097,MTHFR,0.0723
C4021097,KLKB1,0.0719
C4021097,VKORC1,0.0654
C4021097,PROS1,0.0595
C4021097,PLAU,0.0504
C4021097,MGAT2,0.0446
C4021097,SERPINC1,0.0426
C4021097,VWF,0.0364499999999999
C4021100,PTH1R,0.20215
C4021100,LMBR1,0.1182333333333333
C4021100,LRP5,0.0627333333333333
C4021100,COL2A1,0.05135
C4021100,SLC26A2,0.04815
C4021100,COL11A1,0.0366499999999999
C4021100,ORC1,0.0305
C4021100,COMP,0.0274666666666666
C4021100,FLNA,0.0236499999999999
C4021100,GDF3,0.0226333333333333
C4021100,GDF5,0.021025
C4021100,SKI,0.0208666666666666
C4021100,ATP7A,0.0205
C4021100,HOXD13,0.0200666666666666
C4021100,INPPL1,0.02
C4021107,FGF8,0.2609
C4021107,HS6ST1,0.253
C4021107,ANOS1,0.1359
C4021107,CHD7,0.1314
C4021107,TAC3,0.1312
C4021107,TACR3,0.129
C4021107,DUSP6,0.1263
C4021107,FGF17,0.1259
C4021107,NSMF,0.1257
C4021107,FGFR1,0.1216
C4021107,GNRHR,0.1038
C4021107,KISS1,0.1003
C4021107,GNRH1,0.0995
C4021107,FLRT3,0.04399
C4021107,IL17RD,0.04243
C4021109,TMEM216,0.2751
C4021109,AHI1,0.2234
C4021109,NPHP1,0.1694
C4021109,TMEM138,0.0988666666666666
C4021109,MUC1,0.08965
C4021109,MKS1,0.0707333333333333
C4021109,RPGRIP1L,0.0582666666666666
C4021109,NPHP3,0.0404
C4021109,TMEM237,0.0383
C4021109,KIAA0586,0.0376333333333333
C4021109,NOTCH3,0.0352
C4021109,CEP104,0.0346666666666666
C4021109,CEP41,0.03415
C4021109,KIAA0556,0.0338333333333333
C4021109,B9D1,0.0329666666666666
C4021124,HSD3B2,0.4715
C4021124,CYP11B1,0.461
C4021124,POR,0.1922
C4021124,CYP11A1,0.1019
C4021124,CYP11B2,0.08968
C4021124,CYP17A1,0.051
C4021124,CYB5A,0.04214
C4021124,AIP,0.0349
C4021124,ATP7B,0.03134
C4021124,NR0B1,0.0259
C4021124,SRY,0.02438
C4021124,NR3C1,0.02356
C4021124,MEN1,0.023225
C4021124,NR5A1,0.0221
C4021124,STAR,0.0218599999999999
C4021152,ERCC2,0.1696666666666666
C4021152,GUSB,0.14975
C4021152,ERCC5,0.0805
C4021152,ERCC4,0.0705
C4021152,GTF2H5,0.0594
C4021152,ERCC6,0.0526333333333333
C4021152,ARSB,0.037925
C4021152,TRPM4,0.0363999999999999
C4021152,PRKAG2,0.0346
C4021152,VPS33B,0.0334
C4021152,RMRP,0.0326666666666666
C4021152,SLC26A2,0.0319249999999999
C4021152,TRIM37,0.03095
C4021152,DHCR7,0.0296666666666666
C4021152,LIPA,0.0295
C4021154,SIX1,1.1875
C4021154,EYA1,1.0616
C4021154,ORC1,0.0900499999999999
C4021154,UBB,0.08415
C4021154,ACF,0.0752
C4021154,EP300,0.062
C4021154,PAX1,0.06075
C4021154,PDCD10,0.0411
C4021154,RPL10,0.0409
C4021154,PCK2,0.0295
C4021154,PCK1,0.029
C4021154,GRIP1,0.0272999999999999
C4021154,PTDSS1,0.02265
C4021154,NOTCH3,0.021
C4021154,TFAP2A,0.0190499999999999
C4021161,FGFR2,0.2039
C4021161,FGF10,0.1485
C4021161,FGFR3,0.11135
C4021161,TWIST1,0.0568
C4021161,EFNB1,0.031
C4021161,HRAS,0.0301
C4021161,TCF12,0.0301
C4021161,DYNC1H1,0.0291
C4021161,NRAS,0.0247
C4021161,DPYS,0.0236499999999999
C4021161,KAT6A,0.0236
C4021161,ZIC1,0.02345
C4021161,POR,0.02215
C4021161,SEC24D,0.0215
C4021161,RAB23,0.02095
C4021164,FGFR2,0.3311
C4021164,FGFR1,0.0707
C4021164,PEX1,0.03585
C4021164,NPY,0.0342
C4021164,ANOS1,0.034
C4021164,FGF17,0.0324
C4021164,FGF8,0.0318
C4021164,NSMF,0.0318
C4021164,MASP1,0.0304
C4021164,RECQL4,0.0303
C4021164,FGFR3,0.02755
C4021164,GNRHR,0.0236
C4021164,TAC3,0.0233
C4021164,GNRH1,0.0229
C4021164,KISS1,0.0229
C4021167,NOG,0.1596
C4021167,DYM,0.1181
C4021167,ACOX1,0.0736
C4021167,ZMPSTE24,0.06945
C4021167,LMNA,0.0694
C4021167,LBR,0.06075
C4021167,RBM28,0.0603
C4021167,MPV17,0.0432
C4021167,GPX4,0.0385
C4021167,CYP7A1,0.0376
C4021167,GDAP1,0.0292
C4021167,SOX9,0.0291
C4021167,GPC4,0.02825
C4021167,GPC3,0.0279
C4021167,ORC1,0.0271
C4021168,B3GAT3,0.1041
C4021168,FERMT1,0.0946
C4021168,FGFR2,0.0757
C4021168,RYR1,0.0666
C4021168,MAMLD1,0.0637
C4021168,DNM2,0.0606
C4021168,CHST3,0.031
C4021168,FLNA,0.0298
C4021168,IGHMBP2,0.0289
C4021168,ATP7A,0.028
C4021168,CHRNA1,0.0279
C4021168,PLOD3,0.0277
C4021168,MUSK,0.0276
C4021168,PRKAG2,0.0254
C4021168,FRG1,0.0246
C4021175,FADD,0.1709
C4021175,EP300,0.1299
C4021175,CREBBP,0.1296
C4021175,MED25,0.101
C4021175,RARA,0.0821
C4021175,NAA10,0.0683
C4021175,CNTNAP2,0.0629
C4021175,FBN2,0.0597
C4021175,WNT4,0.059
C4021175,KDM5C,0.0565
C4021175,OFD1,0.0526
C4021175,ZDHHC9,0.0414
C4021175,UPF3B,0.0404
C4021175,HOXD13,0.0396
C4021175,RBBP8,0.0373
C4021241,LBR,0.097
C4021241,SLC26A2,0.0685666666666666
C4021241,ABCC2,0.0557
C4021241,FLNA,0.0536
C4021241,TRIP11,0.0501
C4021241,WDR60,0.0393666666666666
C4021241,PTH1R,0.0345333333333333
C4021241,ODPF,0.033
C4021241,FLNB,0.0310333333333333
C4021241,TGFB1,0.0305
C4021241,CHEK2,0.0304
C4021241,COL2A1,0.0275333333333333
C4021241,CTSK,0.0167666666666666
C4021241,SETBP1,0.0122
C4021241,COL11A1,0.0042666666666666
C4021242,ELN,0.1941
C4021242,GTF2I,0.1836
C4021242,TBL2,0.1809
C4021242,RFC2,0.1784
C4021242,CLIP2,0.1715
C4021242,GTF2IRD1,0.1531
C4021242,LIMK1,0.1179
C4021242,BAZ1B,0.1136
C4021242,RUNX2,0.0872
C4021242,TCOF1,0.06
C4021242,BRAF,0.0465
C4021242,FGFR2,0.0461
C4021242,MLXIPL,0.0448111111111111
C4021242,POLR1C,0.044
C4021242,MAP2K1,0.0434
C4021243,PTCH2,0.4732
C4021243,SUFU,0.2352
C4021243,GLI2,0.1807
C4021243,MPLKIP,0.0986
C4021243,GNAL,0.0933
C4021243,HSD17B4,0.0841
C4021243,AGPS,0.0766
C4021243,SCO2,0.0699
C4021243,SHH,0.0617
C4021243,GDF3,0.0602
C4021243,TMEM216,0.0568
C4021243,ERCC1,0.0561
C4021243,SIX3,0.0435
C4021243,TGIF1,0.042
C4021243,RUNX2,0.0338
C4021244,COL2A1,0.15125
C4021244,LBR,0.1178
C4021244,FLNA,0.1014
C4021244,SLC26A2,0.0756
C4021244,ODPF,0.0706
C4021244,CHEK2,0.0531
C4021244,COL1A1,0.0462
C4021244,ALPL,0.0402
C4021244,PTH1R,0.03315
